College Name,Category,Area,Established,Ownership,Popular Programs,Official Website,Source URL,Confidence,Annual Fees (INR),Fees Range,Rating,Placement %,Avg Package (LPA),Top Exams,Overview,Courses Offered,Placements Summary,Reviews Summary,Compare Tags,Predictor Fit,Data Basis
NMIMS School of Technology Management and Engineering,Engineering,Mumbai,2019,Private,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NMIMS_School_of_Technology_Management_and_Engineering,High,215832,₹100k - ₹250k,3.9,62,13.2,JEE Main / JEE Advanced / MHT CET,"NMIMS School of Technology Management and Engineering is a private engineering institution in India known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 62%; average package approx ₹13.2 LPA.,"Student feedback is mixed but improving with emphasis on academics, campus culture, and placements.",Growing placements | Balanced choice | Tech friendly,JEE Main / JEE Advanced / MHT CET,Estimated seed data based on public reputation and category norms
KJ Somaiya College of Engineering,Engineering,Mumbai,1979,Private,"B.Tech, M.Tech, PhD",https://kjsce.somaiya.edu.in/,https://kjsce.somaiya.edu.in/,High,251399,₹250k - ₹500k,4.6,69,13.9,JEE Main / JEE Advanced / MHT CET,"KJ Somaiya College of Engineering is a private engineering institution in Mumbai known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 69%; average package approx ₹13.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Top rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Estimated seed data based on public reputation and category norms
Indian Institute of Science,University,Bengaluru,1888,Government,"UG, PG, Research",https://iisc.ac.in/,https://iisc.ac.in/,High,221764,₹100k - ₹250k,4.6,97,18.4,CUET / State Entrance,Indian Institute of Science is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 97%; average package approx ₹18.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Top placements | Top rated,CUET / State Entrance,Normalized from public sources and institutional history
University of Delhi,University,Delhi,1922,Government,"UG, PG, Research",https://www.du.ac.in/,https://www.du.ac.in/,High,277884,₹250k - ₹500k,4.4,54,13.4,CUET / State Entrance,University of Delhi is a government multidisciplinary institution in New Delhi with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 54%; average package approx ₹13.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Jawaharlal Nehru University,University,Delhi,1969,Government,"UG, PG, Research",https://www.jnu.ac.in/,https://www.jnu.ac.in/,High,197419,₹100k - ₹250k,4.3,69,6.9,CUET / State Entrance,Jawaharlal Nehru University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 69%; average package approx ₹6.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Banaras Hindu University,University,Varanasi,1916,Government,"UG, PG, Research",https://www.bhu.ac.in/,https://www.bhu.ac.in/,High,103032,₹100k - ₹250k,4.0,82,8.2,CUET / State Entrance,Banaras Hindu University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 82%; average package approx ₹8.2 LPA.,"Student feedback is mixed but improving with emphasis on academics, campus culture, and placements.",Solid placements | Balanced choice,CUET / State Entrance,Normalized from public sources and institutional history
University of Hyderabad,University,Hyderabad,1974,Government,"UG, PG, Research",https://uohyd.ac.in/,https://uohyd.ac.in/,High,273244,₹250k - ₹500k,4.4,54,9.4,CUET / State Entrance,University of Hyderabad is a government multidisciplinary institution in Hyderabad with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 54%; average package approx ₹9.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Jadavpur University,University,Kolkata,1955,Government,"UG, PG, Research",https://jadavpuruniversity.in/,https://jadavpuruniversity.in/,High,144379,₹100k - ₹250k,4.3,69,12.9,CUET / State Entrance,Jadavpur University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 69%; average package approx ₹12.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Anna University,University,Chennai,1978,Government,"UG, PG, Research",https://www.annauniv.edu/,https://www.annauniv.edu/,High,103901,₹100k - ₹250k,4.5,71,5.1,CUET / State Entrance,Anna University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 71%; average package approx ₹5.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Aligarh Muslim University,University,Aligarh,1920,Government,"UG, PG, Research",https://www.amu.ac.in/,https://www.amu.ac.in/,High,59505,₹50k - ₹100k,4.1,75,5.5,CUET / State Entrance,Aligarh Muslim University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 75%; average package approx ₹5.5 LPA.,"Student feedback is mixed but improving with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Balanced choice,CUET / State Entrance,Normalized from public sources and institutional history
Jamia Millia Islamia,University,Delhi,1920,Government,"UG, PG, Research",https://www.jmi.ac.in/,https://www.jmi.ac.in/,High,180499,₹100k - ₹250k,4.3,69,14.9,CUET / State Entrance,Jamia Millia Islamia is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 69%; average package approx ₹14.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
University of Calcutta,University,Kolkata,1857,Government,"UG, PG, Research",https://www.caluniv.ac.in/,https://www.caluniv.ac.in/,High,209951,₹100k - ₹250k,4.7,81,10.1,CUET / State Entrance,University of Calcutta is a government multidisciplinary institution in Kolkata with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 81%; average package approx ₹10.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Top rated,CUET / State Entrance,Normalized from public sources and institutional history
University of Madras,University,Chennai,1857,Government,"UG, PG, Research",https://www.unom.ac.in/,https://www.unom.ac.in/,High,55742,₹50k - ₹100k,4.6,72,9.2,CUET / State Entrance,University of Madras is a government multidisciplinary institution in Chennai with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 72%; average package approx ₹9.2 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Top rated,CUET / State Entrance,Normalized from public sources and institutional history
University of Mumbai,University,Mumbai,1857,Government,"UG, PG, Research",https://mu.ac.in/,https://mu.ac.in/,High,201274,₹100k - ₹250k,4.2,84,12.4,CUET / State Entrance,University of Mumbai is a government multidisciplinary institution in Mumbai with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 84%; average package approx ₹12.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
University of Mysore,University,Mysuru,1916,Government,"UG, PG, Research",https://uni-mysore.ac.in/,https://uni-mysore.ac.in/,High,279171,₹250k - ₹500k,4.3,61,12.1,CUET / State Entrance,University of Mysore is a government multidisciplinary institution in Mysuru with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 61%; average package approx ₹12.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Pondicherry University,University,Puducherry,1985,Government,"UG, PG, Research",https://www.pondiuni.edu.in/,https://www.pondiuni.edu.in/,High,112171,₹100k - ₹250k,4.3,61,12.1,CUET / State Entrance,Pondicherry University is a government multidisciplinary institution in Puducherry with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 61%; average package approx ₹12.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
University of Kerala,University,Thiruvananthapuram,1937,Government,"UG, PG, Research",https://www.keralauniversity.ac.in/,https://www.keralauniversity.ac.in/,High,141659,₹100k - ₹250k,4.3,69,10.9,CUET / State Entrance,University of Kerala is a government multidisciplinary institution in Thiruvananthapuram with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 69%; average package approx ₹10.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
University of Calicut,University,Kozhikode,1968,Government,"UG, PG, Research",https://uoc.ac.in/,https://uoc.ac.in/,High,74827,₹50k - ₹100k,4.3,77,7.7,CUET / State Entrance,University of Calicut is a government multidisciplinary institution in Kozhikode with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 77%; average package approx ₹7.7 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
University of Lucknow,University,Lucknow,1921,Government,"UG, PG, Research",https://www.lkouniv.ac.in/,https://www.lkouniv.ac.in/,High,45913,₹0 - ₹50k,4.1,83,6.3,CUET / State Entrance,University of Lucknow is a government multidisciplinary institution in Lucknow with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 83%; average package approx ₹6.3 LPA.,"Student feedback is mixed but improving with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Balanced choice,CUET / State Entrance,Normalized from public sources and institutional history
University of Rajasthan,University,Jaipur,1947,Government,"UG, PG, Research",https://www.uniraj.ac.in/,https://www.uniraj.ac.in/,High,212160,₹100k - ₹250k,4.0,50,11.0,CUET / State Entrance,University of Rajasthan is a government multidisciplinary institution in Jaipur with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 50%; average package approx ₹11.0 LPA.,"Student feedback is mixed but improving with emphasis on academics, campus culture, and placements.",Growing placements | Balanced choice,CUET / State Entrance,Normalized from public sources and institutional history
Cochin University of Science and Technology,University,Kochi,1971,Government,"UG, PG, Research",https://cusat.ac.in/,https://cusat.ac.in/,High,201112,₹100k - ₹250k,4.0,82,6.2,CUET / State Entrance,Cochin University of Science and Technology is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 82%; average package approx ₹6.2 LPA.,"Student feedback is mixed but improving with emphasis on academics, campus culture, and placements.",Solid placements | Balanced choice,CUET / State Entrance,Normalized from public sources and institutional history
Osmania University,University,Hyderabad,1918,Government,"UG, PG, Research",https://www.osmania.ac.in/,https://www.osmania.ac.in/,High,64204,₹50k - ₹100k,4.4,54,5.4,CUET / State Entrance,Osmania University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 54%; average package approx ₹5.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Andhra University,University,Visakhapatnam,1926,Government,"UG, PG, Research",https://www.andhrauniversity.edu.in/,https://www.andhrauniversity.edu.in/,High,232181,₹100k - ₹250k,4.5,71,13.1,CUET / State Entrance,Andhra University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 71%; average package approx ₹13.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Kakatiya University,University,Warangal,1976,Government,"UG, PG, Research",https://kakatiya.ac.in/,https://kakatiya.ac.in/,High,242343,₹100k - ₹250k,4.7,73,9.3,CUET / State Entrance,Kakatiya University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 73%; average package approx ₹9.3 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Top rated,CUET / State Entrance,Normalized from public sources and institutional history
Utkal University,University,Bhubaneswar,1943,Government,"UG, PG, Research",https://utkaluniversity.ac.in/,https://utkaluniversity.ac.in/,High,61000,₹50k - ₹100k,4.0,50,5.0,CUET / State Entrance,Utkal University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 50%; average package approx ₹5.0 LPA.,"Student feedback is mixed but improving with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Balanced choice,CUET / State Entrance,Normalized from public sources and institutional history
Sambalpur University,University,Sambalpur,1967,Government,"UG, PG, Research",https://suniv.ac.in/,https://suniv.ac.in/,High,256883,₹250k - ₹500k,4.3,53,13.3,CUET / State Entrance,Sambalpur University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 53%; average package approx ₹13.3 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Berhampur University,University,Berhampur,1967,Government,"UG, PG, Research",https://bamu.nic.in/,https://bamu.nic.in/,High,40685,₹0 - ₹50k,4.5,55,13.5,CUET / State Entrance,Berhampur University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 55%; average package approx ₹13.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Ravenshaw University,University,Cuttack,1868,Government,"UG, PG, Research",https://ravenshawuniversity.ac.in/,https://ravenshawuniversity.ac.in/,High,153787,₹100k - ₹250k,4.3,77,13.7,CUET / State Entrance,Ravenshaw University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 77%; average package approx ₹13.7 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Tezpur University,University,Tezpur,1994,Government,"UG, PG, Research",https://www.tezu.ernet.in/,https://www.tezu.ernet.in/,High,217393,₹100k - ₹250k,4.1,83,14.3,CUET / State Entrance,Tezpur University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 83%; average package approx ₹14.3 LPA.,"Student feedback is mixed but improving with emphasis on academics, campus culture, and placements.",Solid placements | Balanced choice,CUET / State Entrance,Normalized from public sources and institutional history
Mizoram University,University,Aizawl,2001,Government,"UG, PG, Research",https://mzu.edu.in/,https://mzu.edu.in/,High,268541,₹250k - ₹500k,4.5,71,9.1,CUET / State Entrance,Mizoram University is a government multidisciplinary institution in Aizawl with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 71%; average package approx ₹9.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
North-Eastern Hill University,University,Shillong,1973,Government,"UG, PG, Research",https://nehu.ac.in/,https://nehu.ac.in/,High,110355,₹100k - ₹250k,4.3,85,10.5,CUET / State Entrance,North-Eastern Hill University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 85%; average package approx ₹10.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Panjab University,University,Chandigarh,1882,Government,"UG, PG, Research",https://puchd.ac.in/,https://puchd.ac.in/,High,126866,₹100k - ₹250k,4.2,76,11.6,CUET / State Entrance,Panjab University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 76%; average package approx ₹11.6 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Guru Nanak Dev University,University,Amritsar,1969,Government,"UG, PG, Research",https://www.gndu.ac.in/,https://www.gndu.ac.in/,High,248682,₹100k - ₹250k,4.2,52,13.2,CUET / State Entrance,Guru Nanak Dev University is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 52%; average package approx ₹13.2 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
University of Jammu,University,Jammu,1969,Government,"UG, PG, Research",https://www.jammuuniversity.ac.in/,https://www.jammuuniversity.ac.in/,High,236150,₹100k - ₹250k,4.6,80,10.0,CUET / State Entrance,University of Jammu is a government multidisciplinary institution in Jammu with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 80%; average package approx ₹10.0 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Top rated,CUET / State Entrance,Normalized from public sources and institutional history
University of Kashmir,University,Srinagar,1948,Government,"UG, PG, Research",https://www.kashmiruniversity.net/,https://www.kashmiruniversity.net/,High,279170,₹250k - ₹500k,4.2,60,12.0,CUET / State Entrance,University of Kashmir is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 60%; average package approx ₹12.0 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Jamia Hamdard,University,Delhi,1989,Private,"UG, PG, Research",https://jamiahamdard.edu/,https://jamiahamdard.edu/,High,86002,₹50k - ₹100k,4.2,52,5.2,CUET / State Entrance,Jamia Hamdard is a private multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 52%; average package approx ₹5.2 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Tata Institute of Social Sciences,University,Mumbai,1936,Government,"UG, PG, Research",https://www.tiss.edu/,https://www.tiss.edu/,High,257823,₹250k - ₹500k,4.7,73,7.3,CUET / State Entrance,Tata Institute of Social Sciences is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 73%; average package approx ₹7.3 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Top rated,CUET / State Entrance,Normalized from public sources and institutional history
Indian Statistical Institute,University,Kolkata,1931,Government,"UG, PG, Research",https://www.isical.ac.in/,https://www.isical.ac.in/,High,164179,₹100k - ₹250k,4.3,69,12.9,CUET / State Entrance,Indian Statistical Institute is a government multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 69%; average package approx ₹12.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
SASTRA Deemed University,University,Thanjavur,1984,Private,"UG, PG, Research",https://www.sastra.edu/,https://www.sastra.edu/,High,89959,₹50k - ₹100k,4.7,89,10.9,CUET / State Entrance,SASTRA Deemed University is a private multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 89%; average package approx ₹10.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Top rated,CUET / State Entrance,Normalized from public sources and institutional history
Christ University,Arts,Bengaluru,1969,Private,"BA, BSc, BCom, MA",https://christuniversity.in/,https://christuniversity.in/,High,27108,₹0 - ₹50k,4.6,53,6.8,CUET / State Entrance,"Christ University is a private arts and science college in Bengaluru known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 53%; average package approx ₹6.8 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Top rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
Shiv Nadar University,University,Greater Noida,2011,Private,"UG, PG, Research",https://snu.edu.in/,https://snu.edu.in/,High,34816,₹0 - ₹50k,4.3,66,6.6,CUET / State Entrance,Shiv Nadar University is a private multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 66%; average package approx ₹6.6 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Ashoka University,University,Sonipat,2014,Private,"UG, PG, Research",https://www.ashoka.edu.in/,https://www.ashoka.edu.in/,High,252955,₹250k - ₹500k,4.3,85,10.5,CUET / State Entrance,Ashoka University is a private multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 85%; average package approx ₹10.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
OP Jindal Global University,University,Sonipat,2009,Private,"UG, PG, Research",https://jgu.edu.in/,https://jgu.edu.in/,High,255739,₹250k - ₹500k,4.3,69,8.9,CUET / State Entrance,OP Jindal Global University is a private multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 69%; average package approx ₹8.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Azim Premji University,University,Bengaluru,2010,Private,"UG, PG, Research",https://azimpremjiuniversity.edu.in/,https://azimpremjiuniversity.edu.in/,High,156473,₹100k - ₹250k,4.3,83,12.3,CUET / State Entrance,Azim Premji University is a private multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 83%; average package approx ₹12.3 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
M S University of Baroda,University,Vadodara,1949,Private,"UG, PG, Research",https://msubaroda.ac.in/,https://msubaroda.ac.in/,High,58797,₹50k - ₹100k,4.5,87,14.7,CUET / State Entrance,M S University of Baroda is a private multidisciplinary institution in India with a broad academic ecosystem.,UG programs | PG programs | Research programs,Placement rate around 87%; average package approx ₹14.7 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Well rated,CUET / State Entrance,Normalized from public sources and institutional history
Hindu College,Arts,Delhi,1899,Private,"BA, BSc, BCom, MA",https://www.hinducollege.ac.in/,https://www.hinducollege.ac.in/,High,17659,₹0 - ₹50k,4.7,59,5.9,CUET / State Entrance,"Hindu College is a private arts and science college in Delhi known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 59%; average package approx ₹5.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Top rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
Miranda House,Arts,Delhi,1948,Private,"BA, BSc, BCom, MA",https://www.mirandahouse.ac.in/,https://www.mirandahouse.ac.in/,High,9014,₹0 - ₹50k,4.7,44,7.4,CUET / State Entrance,"Miranda House is a private arts and science college in Delhi known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 44%; average package approx ₹7.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Top rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
St. Stephen's College,Arts,Delhi,1881,Private,"BA, BSc, BCom, MA",https://www.ststephens.edu/,https://www.ststephens.edu/,High,65885,₹50k - ₹100k,4.3,65,6.5,CUET / State Entrance,"St. Stephen's College is a private arts and science college in India known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 65%; average package approx ₹6.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Well rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
Lady Shri Ram College for Women,Arts,Delhi,1956,Private,"BA, BSc, BCom, MA",https://lsr.edu.in/,https://lsr.edu.in/,High,25908,₹0 - ₹50k,4.3,73,8.8,CUET / State Entrance,"Lady Shri Ram College for Women is a private arts and science college in India known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 73%; average package approx ₹8.8 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Well rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
Hansraj College,Arts,Delhi,1948,Private,"BA, BSc, BCom, MA",https://www.hansrajcollege.ac.in/,https://www.hansrajcollege.ac.in/,High,52669,₹50k - ₹100k,4.3,64,4.9,CUET / State Entrance,"Hansraj College is a private arts and science college in Delhi known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 64%; average package approx ₹4.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Well rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
Ramjas College,Arts,Delhi,1917,Private,"BA, BSc, BCom, MA",https://ramjas.du.ac.in/,https://ramjas.du.ac.in/,High,24825,₹0 - ₹50k,4.5,50,6.5,CUET / State Entrance,"Ramjas College is a private arts and science college in Delhi known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 50%; average package approx ₹6.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Well rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
Kirori Mal College,Arts,Delhi,1954,Private,"BA, BSc, BCom, MA",https://www.kmc.du.ac.in/,https://www.kmc.du.ac.in/,High,62904,₹50k - ₹100k,4.4,59,4.4,CUET / State Entrance,"Kirori Mal College is a private arts and science college in Delhi known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 59%; average package approx ₹4.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Well rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
Sri Venkateswara College,Arts,Delhi,1961,Private,"BA, BSc, BCom, MA",https://www.svc.ac.in/,https://www.svc.ac.in/,High,18827,₹0 - ₹50k,4.6,77,4.7,CUET / State Entrance,"Sri Venkateswara College is a private arts and science college in Delhi known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 77%; average package approx ₹4.7 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Top rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
Atma Ram Sanatan Dharma College,Arts,Delhi,1959,Private,"BA, BSc, BCom, MA",https://www.arSDcollege.in/,https://www.arSDcollege.in/,High,41128,₹0 - ₹50k,4.5,63,4.8,CUET / State Entrance,"Atma Ram Sanatan Dharma College is a private arts and science college in Delhi known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 63%; average package approx ₹4.8 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Growing placements | Well rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
Daulat Ram College,Arts,Delhi,1960,Private,"BA, BSc, BCom, MA",https://www.daulatramcollege.ac.in/,https://www.daulatramcollege.ac.in/,High,33845,₹0 - ₹50k,4.2,80,6.5,CUET / State Entrance,"Daulat Ram College is a private arts and science college in Delhi known for academics, campus culture, and student life.",BA | BSc | BCom | MA,Placement rate around 80%; average package approx ₹6.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Well rated | Academic campus,CUET / State Entrance,Normalized from public sources and institutional history
